hanam, hanam, zinc, zinc
-37.421978,26.345533,-38.100685,-0.6936968
-30.16092,26.257223,-40.3973,10.482067
-39.834343,16.190432,-36.071793,-2.8464227
-57.68818,-5.942265,-34.1573,-7.4963355
-41.720295,25.391556,-34.534557,-26.22693
-39.382755,14.321278,-40.122917,14.143209
-39.756527,39.886795,-38.126427,-0.9941201
-46.281437,28.60419,-34.178123,-26.019945
-38.96249,38.482704,-36.524414,-4.496992
-36.747334,31.749456,-37.23419,-4.626045
-38.514008,36.0254,-38.639206,-5.4073324
-26.211927,-20.226665,-36.09715,-3.9093442
-63.509743,-12.568025,-36.044685,17.222435
-67.846855,-13.523048,-38.821808,12.788016
-60.785557,-10.4146595,-33.46168,-9.666633
-35.575737,27.773285,-36.05934,-6.091423
-34.896355,28.941624,-32.93547,-8.103008
-63.18714,-11.203573,-37.114193,-4.20417
-35.58726,31.066088,-34.83057,-6.8452516
-59.39725,-9.67127,-33.864555,22.45382
-59.37553,-9.888571,-35.791225,16.041689
-34.58784,27.0164,-35.86003,15.992019
-34.105125,27.77363,-35.103687,20.477034
-65.5511,-12.530915,-34.881615,22.447191
-33.33237,27.37037,-16.307005,-39.510742
-64.12657,-11.665497,-14.412846,-40.460014
-32.48528,27.595367,-9.528715,-32.263233
-60.680088,-11.468653,-25.119625,-19.253164
-35.564415,29.318542,-11.045177,-34.72923
-36.125668,28.334042,-12.530823,-43.742603
-61.507446,-12.451756,-30.050833,-28.19342
-60.66576,-12.756213,-21.77968,-24.947865
-74.147224,-12.449434,-32.95912,-21.528875
-73.00187,-11.399702,-29.286879,-8.778002
-73.3129,-11.657531,-9.795053,0.9665519
-36.791462,33.337265,-9.797941,0.91778815
-72.96351,-12.142287,-21.211788,-20.475315
-73.21043,-16.186373,-33.272484,-21.280588
-73.76982,-16.44938,-13.672221,-24.609432
-74.34486,-16.406557,-33.32054,-17.284775
-37.54549,38.435024,-9.258721,-30.247019
-38.77349,37.848087,64.46195,-1.7858735
-72.18903,-15.778636,-28.610298,-11.199754
-39.606705,41.1174,-32.54687,-27.279058
-39.01517,40.988503,52.25201,-1.8299996
-88.29199,-7.353707,-16.389471,-31.096704
-40.129677,41.761787,-30.807734,-26.524818
-61.494267,-11.568708,-30.202496,-16.244545
-62.058186,-12.019821,-32.692192,-27.293045
-35.293636,27.373371,60.436886,-5.2676206
-61.310913,-9.79892,68.26273,2.7338498
-61.989326,-10.97987,-27.976368,-31.350533
-35.017967,28.322718,-31.610273,-25.645763
-73.53339,-13.006753,-12.007959,-23.083664
-61.364094,-11.09948,-27.286533,-10.067183
-71.80652,-11.167323,-1.8149664,14.749616
-62.721012,-11.636118,-16.631498,-30.915335
-73.78886,-12.960511,-33.039474,-24.989614
-72.06482,-11.277285,-12.129787,-27.883045
-73.05505,-16.891535,-31.985733,-25.525238
-71.58857,-16.000711,-31.985273,-25.525297
-38.142628,38.679424,66.07863,-3.88016
-73.96369,-17.170023,67.74046,3.4786572
-73.13302,-17.397802,64.4549,0.73886734
-36.366085,24.869473,-15.373329,-32.297817
-75.53066,-18.340244,-13.755333,-43.144512
-60.48922,-8.947665,-32.195038,-24.08888
