hanam, hanam, zinc, zinc
-39.646107,-40.157055,-40.549267,8.835278
-33.95036,-44.580105,-40.67946,-25.195711
-39.396946,-30.47145,-48.81508,0.5325388
-62.450397,-6.7532225,-38.80506,-24.56541
-43.437363,-39.98826,-48.416588,1.952208
-38.51549,-28.241777,-28.360634,26.039095
-47.61445,-49.28465,-24.34342,33.39889
-47.858593,-35.581497,-44.29368,8.540904
-45.928505,-48.81736,-27.65302,23.722795
-41.14144,-44.363224,-26.55377,23.576258
-44.76455,-46.73362,-28.48384,25.965437
-9.975045,53.122574,-48.486053,1.840587
-68.086525,0.028741766,-35.961906,-29.723715
-71.55379,1.2359589,-44.23024,5.870724
-65.59426,-2.1958656,-27.519695,23.8619
-38.288017,-41.70652,-35.90236,-28.202698
-38.521706,-42.99652,-27.355656,27.114666
-67.71162,-1.2273107,-44.82268,7.698448
-39.89892,-44.391014,-44.03039,7.204465
-64.265656,-2.8251202,-45.351887,7.8364735
-64.242645,-2.702161,-56.53483,-5.9099736
-37.21614,-41.818848,-44.23029,7.6039157
-37.309265,-42.664692,-43.71515,4.5282664
-69.978035,0.39108175,-42.814083,7.3277125
-36.622616,-43.061073,-42.096874,5.485629
-68.55783,-0.74515724,-46.81686,9.114893
-36.215637,-43.801174,-34.540714,-29.479403
-65.25001,-0.93963313,-36.35284,-36.333958
-39.218914,-42.846657,-33.713226,-29.380499
-38.94779,-41.908863,-34.91856,-29.151497
-66.60501,-0.21159047,-34.135265,-28.54943
-65.748405,0.036426168,-26.758211,24.7347
-77.7869,1.8939384,-23.546484,34.599354
-76.88347,0.74395627,-42.817657,12.495861
-77.09245,1.0423971,-19.861984,32.469692
-42.012394,-45.617702,-23.40152,33.769695
-76.74209,1.3837148,-23.092659,33.657166
-76.27703,5.233364,-40.381527,5.8440557
-76.7802,5.496535,-2.548267,54.373486
-77.260345,5.642694,-13.032394,52.256115
-45.226467,-48.984543,-2.9446447,55.514214
-46.131584,-48.15742,-18.242832,-27.056479
-75.43176,4.646806,-27.179111,27.608871
-48.16611,-50.473293,-5.4373107,46.533245
-47.66452,-50.448826,-24.497053,26.637474
-90.7589,0.9125186,-24.93419,24.068295
-48.950962,-50.68673,-18.07557,26.99265
-66.14404,-1.1573311,-19.911413,28.130491
-66.51953,-0.83155274,-20.900179,26.050327
-37.898033,-41.58434,-26.025425,24.524782
-66.10002,-2.7455456,-44.544815,10.816769
-66.62481,-1.5891902,64.05562,22.627459
-38.251705,-42.524685,64.509415,23.664883
-77.19643,2.2484577,54.96076,32.125767
-65.91438,-1.4499463,58.77365,27.818186
-75.89271,0.22109051,-15.2671995,50.67088
-67.27099,-0.82397807,-19.802616,28.294024
-77.40393,2.2508905,58.87368,27.606646
-76.11221,0.35103476,-19.89534,31.028137
-76.066895,5.8143396,-37.156654,11.756119
-74.87219,4.704002,-5.9386277,43.664124
-45.310555,-49.411873,-42.80974,12.484424
-76.80267,6.2022424,-22.131979,19.000893
-76.06311,6.254194,-39.127968,6.0253563
-38.421032,-39.099483,-29.635494,-30.736595
-77.98872,7.5595,-15.59054,-29.135054
-65.30628,-3.5384867,-37.12461,-36.312355
-62.163223,-5.103387,-29.075937,28.81497
-69.080444,2.3234394,-18.664568,-26.520638
-73.433525,3.873924,-37.40511,9.761242
-69.75306,3.0013452,-48.830112,2.5014853
-70.581505,2.5416765,-19.110796,-26.24958
-66.92246,1.3999896,-40.862675,18.725878
-70.05589,3.3040423,-39.127823,10.004906
-69.92365,4.424011,-41.54387,18.07437
-73.95047,4.146096,-25.236515,23.66813
-74.04232,4.557879,-25.195112,23.902102
-45.75931,-49.908302,-40.293785,19.312155
-59.2253,-5.4535236,-44.547775,4.70289
-61.68692,-3.101459,-24.858452,33.8281
-69.29714,4.347837,-43.123966,17.30272
-38.363464,-46.16371,-40.010677,13.738728
-76.226006,7.1047974,66.7999,22.944115
-76.94837,7.8136687,64.091484,23.542967
