hanam, hanam, zinc, zinc
-14.903421,-1.8535494,-6.22018,1.0839745
-11.399236,-7.249082,10.994446,-18.882057
-7.8072896,1.969756,10.995182,-13.984592
3.903838,15.581545,3.9493515,-15.318915
-16.74895,8.049754,9.192356,-22.350374
-6.4099445,2.6062741,-0.30938733,-13.271197
-27.017567,-6.7686944,-0.5937224,-12.776948
-17.824871,3.5961363,4.5368166,-15.466293
-25.139591,-4.809965,1.1528784,-14.315597
-18.549612,-3.9513273,-0.6910438,-14.109138
-22.851494,-5.9375157,3.9402158,-15.877913
2.1294632,-10.138124,11.232847,-14.454525
10.930905,16.954428,11.05946,-14.937205
2.6461437,28.377811,10.688728,-14.243507
8.991554,15.95987,6.2282114,-17.578459
-15.306326,-3.7671916,12.219808,-24.347107
-16.168251,-4.6693363,-2.7913322,-14.44507
10.004534,13.212276,2.2062685,-22.968296
-17.736982,-4.9713078,5.689665,-15.509403
7.583824,15.04699,2.5644197,-14.335323
7.7591734,15.0223255,3.0616324,-20.507689
-14.494739,-4.7282324,11.047125,-22.561792
-15.179859,-5.3424306,4.38758,-20.315088
11.185901,12.118425,0.2792145,-17.324203
-14.984297,-6.102995,0.43012804,-20.068377
10.832057,12.663502,-1.9269458,-19.480715
-15.25325,-7.03057,7.226828,-14.960372
9.919264,16.218136,3.2678285,-16.775776
-16.661663,-4.0380692,12.223829,-23.933987
-15.896607,-3.4436026,5.094774,-17.804922
10.553669,14.340922,13.287698,-25.399517
11.002118,14.298274,7.9302816,-16.209753
4.906413,34.064598,9.281028,-24.485825
5.351467,32.682842,10.155035,-23.465206
5.2120857,32.98119,3.5826051,-17.954748
-19.847631,-4.44228,4.773941,-17.165026
4.6447425,32.826214,-9.006432,-20.241081
0.41329378,34.05669,13.502201,-26.39754
0.58819854,34.85263,8.995975,-22.440224
0.9240022,35.535076,2.485293,-17.273949
-24.728474,-5.2494826,0.44737628,-19.007586
-24.592367,-6.1071835,13.691975,-24.953249
1.5677197,33.58845,-2.564898,-21.895235
-27.896187,-5.7302933,-3.046437,-25.44396
-27.445024,-5.425051,10.035664,-23.830986
12.515614,45.024124,4.7315807,-14.768842
-28.654804,-5.4126616,-3.58755,-21.963873
9.985465,15.239417,-3.1680417,-18.749018
10.6844225,15.543278,0.71250224,-22.28189
-14.860923,-4.0009866,13.446936,-26.111607
9.031243,16.87878,6.3023367,-17.349134
10.134325,15.789617,-7.55679,-21.81684
-15.755153,-4.488579,15.495795,-26.36879
4.304959,33.804626,-4.62354,-21.589254
9.596296,15.378293,0.51321906,-17.579113
5.528731,31.579494,6.818027,-19.185884
10.113682,13.529058,5.450823,-18.578394
4.3912535,33.96186,4.1378546,-19.096725
5.4667277,31.810835,2.9267573,-18.984331
0.88371974,34.534714,2.650437,-18.043154
1.3143868,33.090416,5.551683,-18.352964
-25.869995,-4.1779265,11.9892235,-25.53563
0.02293047,34.87614,-2.4141908,-24.518162
1.2118672,35.15023,-7.498336,-19.90903
-13.519635,-2.2844384,-2.5887904,-22.418596
-0.89903367,36.562534,0.77335334,-20.427774
7.744763,16.332829,9.141713,-23.82067
4.615883,14.68129,1.0409648,-23.775156
15.171378,16.477583,-2.7229464,-17.76703
2.1164393,31.851704,-4.5221405,-24.849188
14.344465,17.600662,-3.3090932,-19.671871
13.895642,18.873486,-7.369841,-20.025246
12.238674,15.778892,-3.0705752,-23.37936
14.307215,18.028624,9.320394,-26.698996
15.787423,17.943323,2.777989,-21.520111
1.726653,32.20542,-2.6927483,-24.423439
1.3018551,32.273735,14.453725,-20.949642
-25.989737,-5.329974,14.440037,-20.878403
3.1811998,12.946139,4.8488717,-22.720118
5.8557544,13.163617,3.6968777,-21.728094
15.980588,17.330288,14.007188,-26.52095
-17.85498,-6.4393344,8.276661,-25.028389
-0.80290085,34.627583,8.4198475,-28.478134
-1.3868706,35.616493,3.1538858,-28.607958
-0.9448598,35.864803,8.561166,-16.969631
2.520072,13.226036,8.3873005,-25.510593
2.1326134,12.931264,2.5230167,-24.33942
5.217383,14.828099,-4.5273633,-25.843563
6.158837,13.528696,-2.8467264,-26.760462
8.212869,17.188995,-4.0824924,-29.48639
14.838998,17.26575,-1.147669,-27.306025
13.106904,15.627148,4.0327454,-21.152372
14.427416,15.055701,10.440151,-29.230183
13.710971,15.823968,6.1664643,-24.084047
14.786442,14.523094,7.392212,-22.436985
15.050139,18.512518,0.4684758,-24.01913
12.992866,16.882164,-7.2029514,-20.400171
-25.632433,-6.083406,-8.121749,-31.405945
-1.5340422,36.187225,-4.422276,-21.55463
2.3472052,13.320989,9.684862,-25.330786
14.768913,17.722118,6.8314543,-23.28531
12.869087,16.208893,5.0968404,-23.313324
12.360343,16.291162,-5.962371,-26.294182
12.385901,15.342788,-3.150975,-18.55346
12.885928,15.20114,-4.5249786,-19.789415
12.808217,14.446436,-3.4727566,-20.592682
13.933352,14.849777,9.276245,-30.093136
2.5618932,33.08377,9.707752,-30.219627
-23.699684,-4.3687153,7.1073756,-23.50118
-0.34641922,35.98111,6.9244633,-30.481138
-0.6460411,37.78991,6.1607776,-30.966213
-0.98367864,37.47663,2.2483287,-25.80348
-1.4377277,37.414783,7.2822456,-31.34647
-26.761913,-5.636494,8.71909,-17.703848
-0.032214783,36.60488,13.43983,-28.32358
8.274842,24.224518,-1.1382059,-27.412174
13.992578,35.969986,-0.5954821,-26.742811
13.364573,33.88552,6.330095,-20.564953
12.886077,34.02558,3.2663434,-25.239685
8.56301,25.001904,9.573848,-17.83791
12.257503,33.82605,11.876802,-28.252617
10.7397,31.35628,0.89329445,-30.588324
7.0612636,21.397532,11.123542,-26.640982
4.245142,16.986609,7.583183,-25.110134
