hanam, hanam, zinc, zinc
-0.7992554,55.87094,22.294724,36.854443
-7.446463,52.301144,17.923264,44.078117
9.023683,50.10653,16.270552,45.838474
28.409336,54.753857,13.147883,39.294456
3.096463,57.58885,14.956982,47.166058
12.509971,47.595592,36.83673,3.6147583
-8.283766,68.25873,14.167421,44.983746
3.80652,63.222195,16.667244,43.633266
-7.867028,66.791145,23.948902,35.57967
-4.846564,59.59065,18.747152,45.22253
-6.5438337,64.4699,-15.8066,-76.36328
10.279416,38.714077,18.900143,43.774254
36.29863,58.21208,33.03766,33.167168
39.16264,60.59132,9.910488,46.820183
34.074398,55.83106,16.367563,45.762894
-2.9962184,55.706818,18.030458,44.229008
-4.1710887,56.331303,23.265062,34.594
35.955647,57.289986,32.704575,33.50484
-4.932399,58.196827,31.927582,29.93846
32.928547,54.807354,5.1435704,45.449223
33.05949,54.71953,-3.9526594,40.13646
-3.547515,54.599968,14.625773,47.77743
-4.336666,55.067974,23.977573,35.37467
38.09588,59.183495,23.75956,36.156544
-4.9153156,54.420246,24.22833,33.73009
37.057465,57.463375,-1.3058455,51.800884
-5.7803464,54.260918,-0.17178406,48.065758
35.09233,55.142334,-0.6974623,48.34809
-3.8425844,57.031754,38.424644,4.5230947
-2.851083,56.41491,49.407032,-1.2059883
36.345177,55.7008,41.786713,-14.390393
36.330853,54.880898,22.08083,11.200752
41.39736,66.74899,37.695896,3.8034308
39.913025,66.26771,35.1643,19.249453
40.26437,66.47893,39.583515,3.2680433
-5.9832306,60.80694,32.522247,20.45917
40.498352,66.1401,49.32993,1.3313435
44.23985,64.5548,46.945007,-33.969738
44.6741,64.96587,-16.87182,-75.91698
44.876312,65.45877,32.733353,7.126824
-8.665444,65.854744,9.86154,39.264458
-7.552868,66.19785,35.385464,24.478304
43.514236,63.75314,35.320625,24.452257
-9.268959,68.98736,34.460197,8.42213
-9.514074,68.50313,34.1336,-1.6832949
41.995987,81.73584,32.293793,3.4091794
-9.339286,69.77131,31.921926,2.421642
35.340645,55.892113,46.55327,-23.606203
35.658146,56.424137,37.382996,-11.883065
