hanam, hanam, zinc, zinc
40.26983,4.5658913,20.540543,-8.09035
33.401337,8.033965,-5.947641,-19.967176
35.443253,-6.302462,34.129383,-6.750178
35.737637,-21.9081,33.051987,-13.610685
44.096317,1.5575832,-6.3308845,-20.146196
34.77174,-8.037128,20.044098,-9.92641
47.307648,17.02829,8.382958,-22.163649
49.07589,4.3949676,19.251537,-9.5343075
46.042946,15.981322,32.28759,-7.9889903
41.461056,10.11707,19.935162,-8.611847
44.87121,13.659064,33.64432,-14.003434
9.250815,-25.005228,33.777576,-16.036509
41.43699,-30.23248,35.458546,1.3470577
40.767185,-33.514694,34.193047,-13.592435
39.777184,-26.983786,37.400764,-11.717079
39.198875,6.5174384,17.898865,-11.543601
39.13061,7.4227204,-8.236884,-21.351694
40.250282,-29.52854,-5.5572014,-35.6736
40.001465,9.93376,-17.60986,-19.560354
39.37099,-25.462013,-8.503667,-19.046549
39.672,-25.502335,-16.721493,-19.866592
37.822353,6.506096,-16.389496,-21.71493
37.770172,7.3881574,-9.917976,-26.458254
40.701366,-32.193893,-6.7941246,-25.78367
36.891075,7.5809245,-0.3998232,-25.590656
40.344162,-30.66035,6.3690915,-22.629028
36.22796,8.281441,18.054527,4.47479
40.966766,-27.061441,-2.0482626,-27.934246
39.63742,8.2264805,15.081633,-8.673217
39.941483,6.964017,-9.316566,-19.657011
41.516605,-28.792568,-52.05177,15.159789
42.25598,-27.551962,0.0065847198,-27.806059
39.933914,-41.635715,-8.069716,-25.155249
39.485405,-40.101826,-10.075665,-17.995352
39.71944,-40.416965,-13.266975,-19.394485
41.76029,11.746417,17.367706,-10.73863
40.185493,-40.350456,5.1870465,-27.299347
26.960379,-43.257248,-54.779,5.247751
26.350664,-42.57242,-48.61075,2.798454
25.656622,-42.388294,-49.541737,3.9600523
44.64671,16.347816,-8.024966,-20.268904
45.716053,15.339639,21.700733,-2.8832045
40.935764,-38.116547,18.127087,3.7857902
47.4183,18.441648,21.053457,-2.9462726
46.84535,18.348644,6.108696,-21.02297
27.817017,-53.367065,-5.939141,-18.007378
48.218124,18.89607,-5.654481,-24.510391
40.795296,-27.967655,-22.881472,-21.812105
41.39525,-28.051394,-49.475075,1.8563485
38.651566,6.3796334,-0.009973589,-3.4018247
39.084755,-27.469,-1.0453902,-24.729767
40.17864,-28.275444,-50.41525,2.7137442
38.647972,7.308998,-1.4154307,-23.045475
39.109898,-41.456295,-48.14423,0.7629106
40.478333,-27.569178,-49.169407,1.8169729
38.56255,-39.400085,-5.9831996,-25.75283
40.747433,-29.162302,21.611568,1.2482334
39.279484,-41.674217,14.417038,4.8618126
38.659092,-39.68509,21.600039,-2.1810715
26.31845,-43.331703,21.057564,-1.8356366
41.37761,-37.529648,17.991062,-8.548455
45.28724,16.388124,-8.522492,-17.950613
26.091309,-44.01701,-8.293461,-17.97399
25.6727,-43.10809,-48.35167,1.5563493
38.837147,3.7893593,18.39093,-8.632133
24.197483,-44.76978,-50.04593,2.5628486
38.34902,-26.365742,-48.11636,0.079114
36.893105,-22.541485,-5.8326488,-25.618046
44.93502,-32.134857,17.071396,-11.364613
42.366463,-36.25592,-1.3047544,-22.792315
43.531128,-32.66116,34.67299,4.3036156
42.61157,-33.297245,21.739986,-1.5270808
43.09023,-29.581732,17.721485,2.7668748
43.498386,-33.27941,13.596455,6.3442144
44.534794,-34.145615,-14.153102,-9.046205
41.958477,-36.773285,-5.5508165,-29.599102
42.390213,-37.219093,-18.27282,-16.918388
44.92389,17.245693,-18.750166,-16.07942
35.63287,-17.628542,-20.816866,-31.814022
39.055267,-22.598255,-16.230831,-7.726572
45.04267,-33.565655,-20.820358,-31.81765
38.073082,11.35715,-18.374706,-28.842829
24.68473,-42.825287,-16.510553,-21.664295
23.89601,-43.612724,-5.3689075,-35.591934
24.37355,-44.019226,-18.458246,-14.077516
34.937855,-17.163282,-11.511153,-28.022697
34.542854,-17.504725,-19.878052,-30.345165
37.266964,-23.054987,-16.70388,-14.572049
38.933876,-22.98236,15.861068,10.025898
38.12205,-27.482395,8.549014,10.352431
44.188236,-32.681175,18.811348,5.986571
43.700054,-29.777298,-3.4080994,-27.724588
45.446804,-29.73445,1.804058,-17.282988
44.46869,-29.931982,-14.260683,-8.959589
45.954227,-30.191769,-15.560585,-18.713917
43.598106,-34.133606,-19.532547,-27.785122
44.327503,-30.71862,-47.571167,16.76849
