hanam, hanam, zinc, zinc
-9.753219,10.1188,-12.417398,-4.1381683
-4.10743,9.732326,14.0190735,2.3128023
-11.148222,1.2658503,9.762727,5.6297903
-12.766706,-9.142576,10.897515,6.0080113
-12.461796,8.654946,9.583754,5.799642
-11.234976,-0.2589655,12.708509,3.7561939
-13.825648,20.597385,10.2438545,8.306104
-17.21167,8.702407,12.221088,3.2616682
-12.880833,19.441336,11.267446,5.5141177
-9.90639,14.034676,9.428064,8.031829
-12.319491,17.316391,17.487972,2.7442586
11.398113,0.3939567,15.350483,7.481678
-18.055939,-14.682212,20.617382,11.616933
-22.242584,-11.264161,23.147144,14.238282
-17.105888,-12.906073,14.214334,5.1200285
-8.462139,11.237902,12.89243,4.522651
-8.121584,12.362316,28.492058,9.033381
-19.759428,-11.572293,13.210355,5.1717715
-8.701972,13.827645,13.879593,2.6485605
-16.513084,-11.426198,29.140638,6.1815825
-16.647842,-11.488167,14.359396,1.3028117
-7.2952404,11.049184,16.955456,5.891045
-7.101158,11.863811,17.182495,5.3146544
-21.710297,-11.403307,11.458611,6.2784357
-6.396465,12.07994,15.339362,3.957098
-20.70757,-11.610284,7.861283,8.154144
-5.737005,12.736297,7.4341216,9.0356245
-17.69605,-13.422472,10.6657,5.960508
-8.847027,12.507041,12.665527,8.601562
-8.925629,11.65536,11.692741,4.757875
-19.202871,-12.585581,8.391102,6.7339334
-19.470795,-12.862929,15.808091,0.06516832
-5.282658,-27.867111,20.232746,11.954031
-6.2040906,-26.728619,28.85798,6.298799
-5.9582543,-26.92229,13.79734,9.94918
-10.188484,15.379943,29.805891,7.748173
-5.51602,-26.814327,20.213972,2.0720713
-1.4645404,-27.179642,13.035861,3.6073134
-1.369647,-27.837902,15.5305,4.7048635
-1.4232676,-28.574484,23.054071,8.525023
-11.709168,19.442465,15.625945,2.105081
-12.817643,18.820665,29.030071,9.886741
-2.6275146,-27.058569,11.658875,6.9832172
-13.461021,21.758598,27.993277,14.054121
-13.007017,21.575117,15.660555,0.733769
-11.183497,-40.490753,12.213726,7.4442177
-13.951187,22.323458,18.850735,1.5798842
-18.236053,-12.964045,19.75672,2.9464188
-18.635912,-13.5045,9.2468195,9.221211
-8.042687,11.029294,19.407976,2.650295
-16.632315,-13.618488,23.041687,8.836265
-18.064575,-13.590724,28.533567,11.458394
-8.0293045,11.958589,28.476225,13.283359
-5.7883234,-27.973,28.22981,9.918159
-17.963572,-12.757354,19.138123,2.6268144
-7.0562625,-26.210783,18.620949,1.1764883
-19.544285,-11.804144,8.726517,15.698112
-5.649629,-28.047768,16.374401,-0.37688488
-6.9207754,-26.38193,21.284462,14.855099
-1.7534317,-27.76989,16.943968,3.7924135
-2.5382566,-26.585058,19.997633,15.076047
-12.178731,19.586714,16.126167,14.961433
-0.85183895,-27.781715,24.802807,9.06001
-1.7530773,-28.391123,27.456762,12.786729
-8.712146,9.155517,16.520237,9.969647
0.56188625,-28.970125,21.525011,14.845916
-15.920452,-12.507483,19.94407,4.71562
-14.267017,-9.1277485,27.80283,12.616598
-19.680758,-17.30142,29.346655,8.293663
-3.5520277,-25.692947,13.69882,2.1589975
-20.592815,-17.489964,21.173061,15.827835
-20.043262,-18.60685,26.181772,9.236339
-19.721825,-14.6949005,20.343359,2.0332654
-20.675217,-17.855494,9.889284,11.544035
-21.90138,-17.272528,29.030369,9.914313
-3.125815,-25.902037,21.078096,15.01976
-2.769527,-25.83596,22.358944,8.121228
-11.75526,20.246553,14.749904,3.4290826
-13.375435,-6.14697,13.577468,7.421476
-16.093277,-9.105651,15.464603,9.75813
-22.125658,-17.627361,28.214602,11.397693
-7.4332924,14.574033,15.047225,10.47542
-0.13339779,-27.396482,18.970858,6.9179316
0.49520904,-28.246727,12.976336,12.768941
1.3008167,-28.320675,11.461295,13.853871
-12.809398,-5.7499895,14.708959,10.111241
-12.685717,-5.2268414,11.488422,13.667154
-14.58788,-9.61244,9.218251,15.831629
-16.054743,-9.388944,12.025317,11.986383
-15.8542385,-13.49049,10.712719,14.163832
-20.89398,-17.186522,20.403156,4.980082
-20.40074,-15.06894,13.198845,12.113156
-21.706268,-15.4813,25.695581,9.461892
-20.688253,-15.57113,9.926812,16.674871
-22.279266,-15.347208,25.160488,10.143021
-21.228004,-18.312849,23.38685,2.974988
-19.59748,-15.978305,22.645412,1.620205
-12.254374,20.354427,28.065672,3.683961
1.4550962,-28.29281,26.419708,13.185253
-12.724133,-5.729848,19.229189,6.245195
-21.004284,-17.503216,21.787111,4.8137026
-19.855795,-15.392146,25.184378,16.317432
-19.50867,-15.153162,23.842304,2.6138058
-20.031012,-14.510788,14.388048,6.35664
-20.495218,-14.641787,26.54746,15.148613
-20.896046,-14.083767,19.762423,6.529006
-21.481714,-15.122666,24.758284,16.379934
-3.6468763,-26.960056,30.364904,9.813401
-11.362423,18.557201,26.838228,5.6613564
-0.06273914,-28.590996,27.176752,12.599395
1.2240591,-29.923811,19.229034,14.87265
0.52989674,-30.032078,16.107302,15.130103
0.8247011,-29.835423,25.149342,2.7390902
-12.793372,20.939005,25.870132,7.813592
-0.23189098,-29.220812,21.958967,5.7960653
-12.189891,-19.75741,14.51848,4.7031536
-12.848628,-32.388714,15.770167,3.317257
-12.546737,-30.37157,20.222113,14.382088
-12.497063,-30.199568,19.620779,15.880801
-11.978644,-20.539303,19.441105,11.782043
-11.97167,-29.848734,9.628259,16.174604
-11.557879,-27.070837,6.598109,14.955901
-12.371291,-16.80791,25.849125,10.87967
-12.815516,-10.526526,24.58425,11.124351
-14.010278,10.388944,27.352617,10.559971
-12.389031,-17.078024,13.041294,14.329816
-10.535421,-30.410137,12.779511,14.965774
-9.44901,-31.4488,18.80726,8.4698105
-10.9334755,-29.750923,11.979592,14.731153
-16.48812,14.1660595,23.681488,3.745329
-12.5449,-17.255243,21.821016,0.6151397
-12.390303,-17.82799,23.531834,1.3542143
-11.726038,-17.28673,26.369814,14.099166
-10.171154,-32.18347,23.330551,15.300546
-16.712412,14.076759,16.823038,16.176004
-9.194469,-31.809267,22.359486,5.18467
-10.448941,-26.66489,15.075474,7.0208635
-10.539132,-31.297632,23.814579,0.8487051
-8.703325,-31.960386,21.762514,4.961954
-11.377942,-17.803314,26.580545,13.942372
-13.945695,-37.829536,26.157763,11.795562
-11.053475,-31.421425,21.64646,17.260704
-17.564419,14.263476,18.05209,15.231666
-16.119722,13.263407,13.248108,6.519418
-10.578546,-27.271223,26.201283,6.2047806
