hanam, hanam, zinc, zinc
48.26873,-7.9355927,-19.600647,40.671406
20.186941,0.58111393,-27.751804,25.4802
31.494663,3.162795,-28.229548,24.457283
66.22095,-3.7143698,-28.229527,24.457273
59.311764,-10.335147,-6.226023,23.730843
30.795681,3.2319336,-17.905148,43.357395
61.329304,-11.319437,-27.868002,25.424711
59.010765,-9.13511,-28.0075,25.154787
61.109047,-11.300071,-6.2915444,23.700304
59.05414,-11.223271,-19.686647,40.6401
60.033783,-11.046823,-19.677385,40.569267
-27.469118,26.630997,0.8460636,4.25491
67.637856,-4.4935946,0.8460536,4.2549396
68.407555,-6.0064163,-6.3321433,23.69108
67.33947,-4.233788,-26.163671,24.708975
48.30765,-7.743678,-27.879862,25.474295
48.340874,-7.7357736,-18.620157,39.79234
67.57501,-4.271145,0.91302234,4.650889
48.67068,-7.72768,-5.0629134,24.04521
67.05493,-4.002849,-25.35589,47.388252
67.065865,-4.0000978,-21.286821,42.58674
48.28199,-7.7951646,-28.2551,25.66218
48.317513,-7.806475,0.6691411,4.027876
68.00237,-4.7773294,-19.153313,41.06245
48.262474,-7.9711704,-28.283266,24.575954
67.64973,-4.31207,-19.978159,44.14649
48.1987,-8.217914,-4.7878823,24.077475
67.49974,-4.246761,-20.191404,41.742786
48.39089,-7.7045183,-19.929834,41.734333
48.369884,-7.7172995,-19.679428,40.789978
67.585205,-4.262767,-26.383133,25.208708
67.6216,-4.2263665,-18.640068,42.439674
68.780235,-7.5377355,0.8049111,4.2278275
68.64251,-7.1244426,0.8600341,4.2525535
68.73691,-7.1884446,-17.671328,35.4822
59.31533,-11.680669,-5.5668235,24.214619
68.69783,-7.2024508,-33.90701,11.772604
69.52127,-7.168496,0.8872765,4.5319033
69.587234,-7.197225,0.8872499,4.5319085
69.633545,-7.2180157,-28.40803,43.814247
61.090134,-11.330083,-34.12294,12.151285
61.098774,-11.336674,-28.803787,25.699406
69.31581,-7.012479,-33.75229,11.792546
61.501984,-11.381744,-33.866924,11.7454195
61.459217,-11.394671,-18.614084,42.295586
68.40471,-10.043189,-18.228266,42.81553
61.597763,-11.364467,-6.140234,23.76553
67.472725,-4.273784,-21.53649,43.0593
67.55554,-4.2908826,-5.5171146,24.25075
48.30506,-7.752102,-28.062477,25.496693
67.3712,-4.2868633,-19.346436,41.351364
67.48401,-4.2848225,5.3021173,-10.861207
48.340714,-7.751372,-18.399508,41.6049
68.70779,-7.391987,29.699474,2.4401028
67.43269,-4.2742033,-4.923685,24.054813
68.385925,-6.7794085,-28.024826,25.49161
67.55367,-4.261404,-10.770089,34.28531
68.74124,-7.4657273,-18.742949,39.577454
68.45379,-6.928034,-6.1730714,23.77743
69.566864,-7.1801295,-27.836744,25.518202
69.256485,-6.9241405,-21.37989,42.879307
61.128986,-11.335526,-20.01561,43.43138
69.62375,-7.2182074,-20.0428,43.293663
69.60938,-7.192759,-5.7303586,15.604039
47.601517,-8.008494,-26.05789,24.726059
69.82885,-7.283838,-19.225313,39.702435
67.026405,-4.1427546,-17.032272,42.691463
66.32397,-3.6421456,58.867054,14.4087515
68.35867,-4.6488204,-6.227437,23.7041
68.9896,-6.63809,-27.899944,25.663507
68.38433,-4.7295656,-34.118134,12.150371
68.37551,-4.8423634,-17.97691,43.225834
68.0197,-4.3037095,-28.568172,24.9389
68.40069,-4.745829,0.8967327,4.171359
68.4519,-4.7663016,-2.9692428,5.5205655
69.10145,-6.7320604,-33.602215,11.695665
69.1544,-6.796496,-0.5928277,6.667017
61.237263,-11.399715,-26.20931,24.64685
-17.25167,42.616264,-0.007479339,3.8182425
66.346436,-3.2478049,-2.8221505,5.364613
68.44626,-4.7703495,0.8635419,4.2008533
53.368782,-9.866991,0.50404745,4.172566
69.71403,-7.2327666,-6.2771792,23.710974
69.807755,-7.2725344,-27.359442,24.703749
69.80622,-7.271853,-6.4263225,23.691704
-17.892025,42.33946,-34.107735,12.218681
-18.099348,42.242992,0.91930425,4.528665
