hanam, hanam, zinc, zinc
16.971502,-2.4124763,9.121402,-4.6470084
17.187012,-0.8559539,4.5333605,-14.035677
8.899335,-1.5540597,3.3379292,-14.38349
-7.2048383,4.908209,4.1022034,-16.273937
15.389474,4.190739,2.799769,-14.89363
7.6101284,-2.016573,2.5473537,-15.84029
27.956749,-5.2291465,4.454946,-17.510695
21.395494,1.5856221,0.24492788,-16.066368
26.6579,-3.1540563,-0.08248062,-15.772271
20.73514,-3.5232205,8.246548,-18.074305
24.944738,-5.0101447,3.8927321,-17.477818
2.5985203,-12.67819,2.9376357,-26.913744
-10.643065,11.637478,2.2716496,-16.565132
-14.406037,13.129693,3.987858,-16.811872
-9.011703,10.140937,2.5571663,-16.829473
17.471575,-3.8307066,1.1447219,-27.297817
18.43026,-4.571601,7.737201,-16.852867
-7.2991786,11.9928055,15.654595,-1.9650278
19.954992,-4.4670568,5.9214706,-14.956896
-7.737235,9.204638,8.211123,-16.8418
-7.7444053,9.338281,0.16825868,-15.216295
16.950262,-4.904108,7.948955,-16.589806
17.693825,-5.311602,0.1346011,-26.4561
-13.902422,12.929974,3.1593428,-27.830853
17.591118,-5.9993796,6.126634,-17.8306
-7.188854,12.848087,0.7728207,-26.210573
18.022764,-6.826332,4.6458726,-18.867361
-8.688812,10.87467,15.630082,-0.0013604106
18.806732,-3.9101934,0.646936,-18.362425
18.037418,-3.5296924,0.52406925,-16.419058
-8.338115,12.131319,5.9647098,-15.459749
-8.465233,12.51669,4.69903,-15.910952
-20.790869,14.822909,6.454188,-19.717678
-20.152811,13.583827,-0.6916075,-16.772633
-20.339926,13.849051,1.7136765,-20.238888
22.058819,-3.8174684,2.5499206,-15.0353775
-20.026049,14.153173,2.903104,-28.360512
-18.878153,18.35541,-0.8084001,-17.354822
-19.505646,18.412266,2.6929157,-25.04539
-20.25005,18.296894,3.3361518,-25.8809
26.444351,-3.5753794,7.837624,-20.655748
27.763025,-5.0368357,3.103197,-26.774418
-18.420298,17.340927,5.474683,-21.618185
29.392105,-3.4772115,1.7651572,-17.386488
28.980978,-3.1596172,2.5155787,-27.064476
-34.367714,13.428882,3.4472873,-27.1931
30.102781,-3.3341804,8.148348,-18.731176
-9.077769,11.377986,3.1018755,-20.730827
-9.544973,11.811286,1.5281023,-24.707293
17.130123,-4.211399,2.596554,-21.625341
-9.669992,9.763553,2.2320182,-21.13825
-9.569144,11.119496,3.3100953,-22.470058
18.015305,-4.451617,6.282888,-16.652235
-20.120613,15.044036,1.9736097,-22.175165
-9.2181835,10.944447,2.2311387,-25.400126
-19.161356,13.153373,1.5840567,-20.68885
-7.5723047,12.003069,1.7845376,-24.042234
-20.322268,15.086577,-0.3035021,-19.029715
-19.346571,13.274744,5.979442,-20.920948
-19.42456,18.024532,3.0592737,-20.26597
-17.917103,17.360031,10.718754,-22.124662
26.914091,-4.044011,4.677245,-20.333221
-19.540813,18.927658,5.6673717,-22.851568
-20.030464,18.023085,8.159916,-21.874212
15.441087,-3.0192926,1.3481338,-27.949358
-20.853317,20.29881,7.584127,-23.649057
-8.895271,8.797458,-0.2592871,-22.486715
-6.454508,6.3041153,-0.22671026,-22.484571
-12.445748,14.494588,9.407569,-21.063509
-16.535976,16.554895,4.420508,-20.780119
-12.699787,15.641375,5.8118343,-23.476542
-12.044154,16.70813,4.805097,-21.840267
-10.034377,13.3132305,4.9847956,-24.792805
-12.553505,15.981356,3.4167445,-24.162338
-13.215049,16.578403,1.9356425,-18.682009
-17.092852,16.730354,2.9977968,-20.20045
-17.150774,17.144522,1.7054784,-14.915375
27.444927,-3.4378166,4.305829,-25.522856
-4.4589453,5.3404603,5.8484464,-21.681398
-5.5685687,7.9604445,6.3015194,-16.568682
-13.677315,16.214323,2.9548666,-22.323103
20.387196,-5.552499,8.3928585,-23.787624
-19.166935,19.65114,8.622628,-22.240723
-21.038477,19.462135,5.0787563,-27.862062
-20.663582,19.713875,4.658157,-22.458412
-4.5759654,4.6658115,8.9109,-25.4063
-4.490813,4.2529135,1.8468044,-25.58419
-6.7088284,6.7686133,10.286542,-23.052374
-5.9854712,8.063738,8.110736,-24.23715
-9.82078,8.967028,4.542732,-21.233538
-12.6399,15.277059,6.075705,-27.979435
-10.072362,14.1202,7.203821,-22.263992
-9.628709,15.354719,9.282134,-22.541199
-10.507032,14.625181,5.9545155,-23.680906
-9.846164,15.920597,10.046926,-23.92181
-13.475726,15.352892,8.073652,-26.340984
-11.181553,14.039467,8.261238,-25.983372
27.625519,-3.7458308,6.3424683,-25.997679
-21.297035,19.80211,6.1978555,-24.950455
-4.586225,4.5886903,10.189437,-24.08891
