hanam, hanam, zinc, zinc
-47.674686,-33.078304,46.8701,-35.83499
-46.444954,-27.783052,46.82568,-35.852837
-34.688423,-38.3932,18.45362,-38.43902
-10.628027,-64.3901,18.585232,-38.01095
-43.505997,-38.052067,23.839548,-44.14681
-32.89557,-38.676685,-33.88924,-41.101093
-55.144108,-40.131966,16.18155,-38.59148
-42.31754,-44.306755,18.25918,-38.713894
-54.047226,-39.115677,27.347832,-42.549244
-48.323116,-35.4115,47.234783,-35.013626
-51.815723,-37.92007,-31.848684,-38.982605
-23.029533,-38.965797,16.057955,-38.581753
-3.022393,-68.43572,26.547522,-41.990524
-1.8778623,-71.90434,25.41763,-42.212624
-5.400276,-66.29556,29.46207,-41.56022
-44.848907,-33.20501,25.278181,-42.953705
-46.065586,-33.050102,25.27803,-42.953114
-4.276602,-68.353455,-33.982063,-23.553423
-47.827362,-34.37761,-34.906143,-24.74401
-6.2160506,-65.11412,-33.530277,-23.238585
-6.074632,-65.059845,30.56337,-44.130928
-44.6667,-31.99203,27.884125,-42.42126
-45.56976,-31.88665,27.437166,-42.156483
-2.6488452,-70.506,-34.63369,-23.406004
-45.712173,-31.059448,-35.114693,-24.798456
-3.689138,-69.2227,-35.375526,-23.993208
-46.351776,-30.466215,41.0164,-36.423077
-4.425416,-66.099464,45.671623,-11.417858
-46.156925,-33.766895,17.928638,-31.018847
-45.159714,-33.872295,44.31603,-2.4800901
-3.3782434,-66.6183,43.624153,-3.2074327
-3.243118,-65.77094,48.391087,-34.38655
-1.0869179,-78.333115,43.902515,5.3431973
-2.4979193,-77.68678,20.915377,-30.452116
-2.1857064,-77.91617,13.410409,-31.61814
-49.88963,-35.69892,40.727783,-34.141106
-1.9532512,-77.92423,20.233944,58.61098
2.1173909,-76.80058,47.945076,-34.09447
2.4427621,-77.26691,48.242046,-34.36798
2.5407639,-77.78664,-24.490242,-39.380634
-54.278645,-37.936325,46.62011,-21.390387
-53.486107,-38.754448,33.98579,-34.842728
1.5709411,-75.88889,18.17663,-34.564053
-56.333057,-40.282036,20.05707,-29.333447
-56.27553,-39.77316,19.918043,60.524227
-3.2526515,-92.55856,24.856567,46.375854
-56.720257,-40.949116,21.38724,55.681984
-4.248736,-66.75769,44.162716,21.883741
-3.7472467,-67.190475,15.965537,47.27495
-44.609455,-32.784748,41.86773,1.5007939
-5.896623,-66.86699,21.021595,56.89957
-4.664426,-67.29462,18.388857,-31.266142
-45.616673,-32.902615,18.58548,-28.711695
-0.97755367,-77.46039,15.32651,-34.73354
-4.680572,-66.734024,39.815166,-35.144646
-2.839607,-76.5857,42.892796,-32.391884
-3.952141,-67.85086,21.423647,55.758247
-0.89214563,-77.71523,26.80975,-40.87345
